"date","time","slot","pillar","angle","title","audience","risk","timing","reserve","evidenceTerms","searchTerms","authority","occurrence","curationStatus"
"2027-03-08","08:30","1","irs","edge_case","Receiving an IRS assessment: mistakes, exceptions and edge cases","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-08","11:30","2","health_family","audience","Healthcare for children for individuals and families","individuals and families","medium","evergreen","none","healthcare children","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-08","14:30","3","immigration_residency","golden_tip","D3 highly qualified route: one golden tip and what to verify","international residents","high","evergreen","none","highly qualified route","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","3","annual_candidate"
"2027-03-08","18:00","4","identity_access","foundation","NEWS RESERVE — fallback: Changing the address linked to your NIF: a plain-English explanation","new residents","medium","news_flex","breaking_news","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-08","21:00","5","driving_transport","action","Changing the address on vehicle records: a practical step-by-step checklist","drivers and commuters","medium","evergreen","none","changing address vehicle","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-09","08:30","1","banking_money","audience","Credit reports at Banco de Portugal for people managing money in Portugal","people managing money in Portugal","medium","evergreen","none","credit reports banco | Banco de Portugal","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-03-09","11:30","2","daily_life_consumer","golden_tip","Building an emergency document folder: one golden tip and what to verify","everyone living in Portugal","low","evergreen","none","building emergency document","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","2","annual_candidate"
"2027-03-09","14:30","3","iva","foundation","Checking a customer in VIES: a plain-English explanation","freelancers and small businesses","high","evergreen","none","checking customer | VIES","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-03-09","18:00","4","employment","action","NEWS RESERVE — fallback: Ending an employment contract: a practical step-by-step checklist","employees and job seekers","medium","news_flex","breaking_news","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-09","21:00","5","identity_access","edge_case","Activating Chave Móvel Digital: mistakes, exceptions and edge cases","new residents","medium","evergreen","none","Chave Móvel Digital | autenticação.gov | IVA | Imposto sobre o Valor Acrescentado","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-03-10","08:30","1","driving_transport","golden_tip","What IUC is: one golden tip and what to verify","drivers and commuters","medium","evergreen","none","IUC | Imposto Único de Circulação","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-10","11:30","2","citizenship_civil","foundation","Birth registration in Portugal: a plain-English explanation","residents building a long-term life","high","evergreen","none","birth registration","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-10","14:30","3","housing_property","action","Temporary IMI exemptions: a practical step-by-step checklist","renters and property owners","high","evergreen","none","IMI | Imposto Municipal sobre Imóveis","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-03-10","18:00","4","education_children","edge_case","NEWS RESERVE — fallback: Recognising foreign school records: mistakes, exceptions and edge cases","families and students","medium","news_flex","breaking_news","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Official-source verification required; otherwise use fallback","1","annual_candidate"
"2027-03-10","21:00","5","health_family","audience","Emergency versus non-emergency care for individuals and families","individuals and families","medium","evergreen","none","emergency versus emergency","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-11","08:30","1","identity_access","foundation","What a Portuguese NIF is: a plain-English explanation","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-03-11","11:30","2","irs","action","Tax residence and IRS: a practical step-by-step checklist","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares | AIMA | autorização de residência","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-03-11","14:30","3","health_family","edge_case","Registering with the SNS: mistakes, exceptions and edge cases","individuals and families","medium","evergreen","none","registering | SNS","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-11","18:00","4","immigration_residency","audience","NEWS RESERVE — fallback: Visa versus residence permit for international residents","international residents","high","news_flex","breaking_news","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-11","21:00","5","driving_transport","golden_tip","Using a foreign driving licence in Portugal: one golden tip and what to verify","drivers and commuters","medium","evergreen","none","carta de condução | IMT","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-12","08:30","1","freelance_business","action","Simplified accounting versus organised accounting: a practical step-by-step checklist","freelancers and solo founders","high","evergreen","none","simplified accounting versus","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-12","11:30","2","banking_money","edge_case","Documents banks request: mistakes, exceptions and edge cases","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-03-12","14:30","3","daily_life_consumer","audience","Changing electricity supplier for everyone living in Portugal","everyone living in Portugal","low","evergreen","none","changing electricity supplier","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","2","annual_candidate"
"2027-03-12","18:00","4","iva","golden_tip","NEWS RESERVE — fallback: What IVA is: one golden tip and what to verify","freelancers and small businesses","high","news_flex","breaking_news","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-12","21:00","5","employment","foundation","Reading a Portuguese employment contract: a plain-English explanation","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-13","08:30","1","social_security","edge_case","Keeping proof of a quarterly declaration: mistakes, exceptions and edge cases","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-13","11:30","2","driving_transport","audience","Public-transport passes for drivers and commuters","drivers and commuters","medium","evergreen","none","public transport passes","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-13","14:30","3","citizenship_civil","golden_tip","Residence and citizenship are different processes: one golden tip and what to verify","residents building a long-term life","high","evergreen","none","AIMA | autorização de residência | arrendamento | contrato de arrendamento","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-13","18:00","4","education_children","foundation","NEWS RESERVE — fallback: MEGA schoolbook vouchers: a plain-English explanation","families and students","medium","news_flex","breaking_news","matrículas | Portal das Matrículas | educação | MEGA","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-13","21:00","5","education_children","action","Moving schools during the year: a practical step-by-step checklist","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-03-14","08:30","1","employment","audience","Ending an employment contract for employees and job seekers","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-14","11:30","2","identity_access","golden_tip","Recovering Portal das Finanças access: one golden tip and what to verify","new residents","medium","evergreen","none","recovering portal finanças | Portal das Finanças","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
"2027-03-14","14:30","3","irs","foundation","Foreign bank accounts in Anexo J: a plain-English explanation","people filing personal income tax","high","evergreen","none","Banco de Portugal | IBAN | SEPA | Anexo J","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-14","18:00","4","health_family","action","NEWS RESERVE — fallback: Healthcare for children: a practical step-by-step checklist","individuals and families","medium","news_flex","breaking_news","healthcare children","SNS | centro de saúde | médico de família | nascimento | família","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-14","21:00","5","immigration_residency","edge_case","D2 entrepreneur route: mistakes, exceptions and edge cases","international residents","high","evergreen","none","entrepreneur route","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","2","annual_candidate"
"2027-03-15","08:30","1","education_children","golden_tip","School catchment areas: one golden tip and what to verify","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-15","11:30","2","freelance_business","foundation","Business expense record keeping: a plain-English explanation","freelancers and solo founders","high","evergreen","none","business expense record","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-15","14:30","3","banking_money","action","Changing banks: a practical step-by-step checklist","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-03-15","18:00","4","daily_life_consumer","edge_case","NEWS RESERVE — fallback: Official email and SMS scam checks: mistakes, exceptions and edge cases","everyone living in Portugal","low","news_flex","breaking_news","official email checks","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-15","21:00","5","iva","audience","Invoicing an EU business customer for freelancers and small businesses","freelancers and small businesses","high","evergreen","none","invoicing business customer","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-03-16","08:30","1","immigration_residency","foundation","Keeping evidence of an immigration submission: a plain-English explanation","international residents","high","evergreen","none","keeping evidence immigration","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","annual_candidate"
"2027-03-16","11:30","2","social_security","action","Voluntary Social Security: a practical step-by-step checklist","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-16","14:30","3","driving_transport","edge_case","Registering an imported vehicle: mistakes, exceptions and edge cases","drivers and commuters","medium","evergreen","none","registering imported vehicle","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-16","18:00","4","banking_money","audience","NEWS RESERVE — fallback: Variable versus fixed mortgage rates for people managing money in Portugal","people managing money in Portugal","medium","news_flex","breaking_news","variable versus fixed","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-16","21:00","5","employment","golden_tip","Meal allowance: one golden tip and what to verify","employees and job seekers","medium","evergreen","none","allowance","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-17","08:30","1","iva","action","What IVA is: a practical step-by-step checklist","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-17","11:30","2","employment","edge_case","Gross salary versus take-home pay: mistakes, exceptions and edge cases","employees and job seekers","medium","evergreen","none","gross salary versus","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-17","14:30","3","identity_access","audience","Getting a NIF before moving for new residents","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-03-17","18:00","4","irs","golden_tip","NEWS RESERVE — fallback: What to do after missing the filing window: one golden tip and what to verify","people filing personal income tax","high","news_flex","breaking_news","missing filing window","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-17","21:00","5","health_family","foundation","Registering with the SNS: a plain-English explanation","individuals and families","medium","evergreen","none","registering | SNS","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-18","08:30","1","housing_property","edge_case","Energy certificates: mistakes, exceptions and edge cases","renters and property owners","high","evergreen","none","energy certificates","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-03-18","11:30","2","education_children","audience","Applying to Portuguese higher education for families and students","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-03-18","14:30","3","freelance_business","golden_tip","Simplified accounting versus organised accounting: one golden tip and what to verify","freelancers and solo founders","high","evergreen","none","simplified accounting versus","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-18","18:00","4","banking_money","foundation","NEWS RESERVE — fallback: Deposit protection basics: a plain-English explanation","people managing money in Portugal","medium","news_flex","breaking_news","deposit protection basics","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","1","annual_candidate"
"2027-03-18","21:00","5","daily_life_consumer","action","Booking public-service appointments: a practical step-by-step checklist","everyone living in Portugal","low","evergreen","none","booking public service","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","3","annual_candidate"
"2027-03-19","08:30","1","health_family","audience","S1 healthcare registration for individuals and families","individuals and families","medium","evergreen","none","healthcare registration","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-19","11:30","2","immigration_residency","golden_tip","D2 entrepreneur route: one golden tip and what to verify","international residents","high","evergreen","none","entrepreneur route","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","2","annual_candidate"
"2027-03-19","14:30","3","social_security","foundation","Quarterly Social Security declarations: a plain-English explanation","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-19","18:00","4","driving_transport","action","NEWS RESERVE — fallback: Selling a vehicle safely: a practical step-by-step checklist","drivers and commuters","medium","news_flex","breaking_news","selling vehicle safely","IMT | carta de condução | IUC | veículo | Via Verde","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-19","21:00","5","education_children","edge_case","School catchment areas: mistakes, exceptions and edge cases","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-20","08:30","1","daily_life_consumer","golden_tip","Official email and SMS scam checks: one golden tip and what to verify","everyone living in Portugal","low","evergreen","none","official email checks","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","annual_candidate"
"2027-03-20","11:30","2","iva","foundation","Correcting an IVA declaration: a plain-English explanation","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-03-20","14:30","3","employment","action","Public holidays and work: a practical step-by-step checklist","employees and job seekers","medium","evergreen","none","public holidays","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-20","18:00","4","identity_access","edge_case","NEWS RESERVE — fallback: Confirming email and mobile contacts on Finanças: mistakes, exceptions and edge cases","new residents","medium","news_flex","breaking_news","confirming email mobile","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-20","21:00","5","irs","audience","Validating e-Fatura expenses for people filing personal income tax","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares | e-Fatura | faturas","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-21","08:30","1","citizenship_civil","foundation","Counting legal residence time: a plain-English explanation","residents building a long-term life","high","evergreen","none","AIMA | autorização de residência","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-21","11:30","2","housing_property","action","IMI payment instalments: a practical step-by-step checklist","renters and property owners","high","evergreen","none","IMI | Imposto Municipal sobre Imóveis","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-03-21","14:30","3","education_children","edge_case","Portuguese-language support for students: mistakes, exceptions and edge cases","families and students","medium","evergreen","none","language support students","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-21","18:00","4","daily_life_consumer","audience","NEWS RESERVE — fallback: When a municipal rule differs for everyone living in Portugal","everyone living in Portugal","low","news_flex","breaking_news","municipal differs","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-21","21:00","5","banking_money","golden_tip","Multibanco payments: one golden tip and what to verify","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-03-22","08:30","1","irs","action","What Portuguese IRS is: a practical step-by-step checklist","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-03-22","11:30","2","health_family","edge_case","Health-fee exemptions: mistakes, exceptions and edge cases","individuals and families","medium","evergreen","none","health exemptions","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-22","14:30","3","immigration_residency","audience","When an application file is incomplete for international residents","international residents","high","evergreen","none","application incomplete","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","3","annual_candidate"
"2027-03-22","18:00","4","identity_access","golden_tip","NEWS RESERVE — fallback: What Chave Móvel Digital does: one golden tip and what to verify","new residents","medium","news_flex","breaking_news","Chave Móvel Digital | autenticação.gov","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-22","21:00","5","driving_transport","foundation","Buying a used car: a plain-English explanation","drivers and commuters","medium","evergreen","none","buying","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-23","08:30","1","banking_money","edge_case","Resident versus non-resident bank accounts: mistakes, exceptions and edge cases","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-03-23","11:30","2","daily_life_consumer","audience","Using the electronic complaints book for everyone living in Portugal","everyone living in Portugal","low","evergreen","none","Livro de Reclamações | Direção-Geral do Consumidor","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","annual_candidate"
"2027-03-23","14:30","3","iva","golden_tip","When property transactions involve IVA: one golden tip and what to verify","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","3","annual_candidate"
"2027-03-23","18:00","4","employment","foundation","NEWS RESERVE — fallback: Recognising unpaid-trial scams: a plain-English explanation","employees and job seekers","medium","news_flex","breaking_news","recognising unpaid trial","contrato de trabalho | emprego | salário | férias | desemprego","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-23","21:00","5","identity_access","action","Changing the address linked to your NIF: a practical step-by-step checklist","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
"2027-03-24","08:30","1","driving_transport","audience","Selling a vehicle safely for drivers and commuters","drivers and commuters","medium","evergreen","none","selling vehicle safely","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-24","11:30","2","citizenship_civil","golden_tip","Tracking an IRN application: one golden tip and what to verify","residents building a long-term life","high","evergreen","none","tracking application | IRN","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-24","14:30","3","housing_property","foundation","Buying a primary residence: a plain-English explanation","renters and property owners","high","evergreen","none","AIMA | autorização de residência","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-03-24","18:00","4","education_children","action","NEWS RESERVE — fallback: Automatic versus specific degree recognition: a practical step-by-step checklist","families and students","medium","news_flex","breaking_news","automatic versus specific","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-03-24","21:00","5","health_family","edge_case","Requesting or changing a family doctor: mistakes, exceptions and edge cases","individuals and families","medium","evergreen","none","médico de família | SNS","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-25","08:30","1","identity_access","golden_tip","Requesting a NISS: one golden tip and what to verify","new residents","medium","evergreen","none","NISS | número de identificação da segurança social","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-03-25","11:30","2","irs","foundation","Foreign income and Anexo J: a plain-English explanation","people filing personal income tax","high","evergreen","none","foreign income anexo | Anexo J","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-03-25","14:30","3","health_family","action","S1 healthcare registration: a practical step-by-step checklist","individuals and families","medium","evergreen","none","healthcare registration","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-25","18:00","4","immigration_residency","edge_case","NEWS RESERVE — fallback: D8 digital-nomad route: mistakes, exceptions and edge cases","international residents","high","news_flex","breaking_news","digital nomad route","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-25","21:00","5","driving_transport","audience","Registering an imported vehicle for drivers and commuters","drivers and commuters","medium","evergreen","none","registering imported vehicle","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-26","08:30","1","freelance_business","foundation","Freelancing while employed: a plain-English explanation","freelancers and solo founders","high","evergreen","none","freelancing while employed","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-03-26","11:30","2","banking_money","action","Bank fees and account packages: a practical step-by-step checklist","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-03-26","14:30","3","daily_life_consumer","edge_case","Moving house administration checklist: mistakes, exceptions and edge cases","everyone living in Portugal","low","evergreen","none","moving house administration","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","2","annual_candidate"
"2027-03-26","18:00","4","iva","audience","NEWS RESERVE — fallback: Paying IVA after filing for freelancers and small businesses","freelancers and small businesses","high","news_flex","breaking_news","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-03-26","21:00","5","employment","golden_tip","Working-time records: one golden tip and what to verify","employees and job seekers","medium","evergreen","none","working records","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","3","annual_candidate"
"2027-03-27","08:30","1","social_security","action","Getting a contribution statement: a practical step-by-step checklist","workers and freelancers","high","evergreen","none","getting contribution statement","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-27","11:30","2","driving_transport","edge_case","Checking vehicle documents: mistakes, exceptions and edge cases","drivers and commuters","medium","evergreen","none","checking vehicle documents","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","annual_candidate"
"2027-03-27","14:30","3","citizenship_civil","audience","Apostilles and foreign documents for residents building a long-term life","residents building a long-term life","high","evergreen","none","apostilles foreign documents","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","3","annual_candidate"
